"formationid";"formationtitle";"moduleid";"moduleorder";"moduletitle";"moduledescription"
"631";"Formation Excel Power Query Niveau 1 ";"130566";"4";"Récupérer, manipuler les données dans Excel";"<p>Charger les données des Requêtes dans un classeur Excel sous forme de « Tableau » de données ou établir uniquement une connexion avec les requêtes<br />Actualiser, modifier la source des Requêtes<br />Créer des tableaux croisés dynamiques dans Excel à partir des données d&rsquo;une requête connectée<br />Créer des tableaux croisés dynamiques dans Excel à partir des données de plusieurs sources et/ou requêtes en utilisant le modèle de données (Power Pivot)</p>"
"632";"Formation Gestion de projet Agile / Scrum pour Chef de Projet E-commerce ";"138794";"0";"Introduction";"Présentation du contexte et des objectifs de la gestion de projet en e-commerce."
"632";"Formation Gestion de projet Agile / Scrum pour Chef de Projet E-commerce ";"138795";"1";"Manifeste Agile";"Exploration des valeurs et principes fondamentaux de l'agilité."
"632";"Formation Gestion de projet Agile / Scrum pour Chef de Projet E-commerce ";"138796";"2";"Approche Agile Vs Approche Prédictive";"Comparaison des méthodologies agiles avec les approches traditionnelles."
"632";"Formation Gestion de projet Agile / Scrum pour Chef de Projet E-commerce ";"138797";"3";"Framework Scrum";"Définition, théorie, et valeurs de Scrum.<div>Rôles clés : Product Owner, Scrum Master, Équipe de développement.</div>"
"632";"Formation Gestion de projet Agile / Scrum pour Chef de Projet E-commerce ";"138798";"4";"Artifacts Scrum";"Explication des éléments : Product Backlog, Sprint Backlog, Increment."
"632";"Formation Gestion de projet Agile / Scrum pour Chef de Projet E-commerce ";"138799";"5";"Événements Scrum";"Description des événements : Sprint, Sprint Planning, Daily Scrum, Sprint Review, Sprint<div>Retrospective.</div>"
"632";"Formation Gestion de projet Agile / Scrum pour Chef de Projet E-commerce ";"138800";"6";"Compétences du Chef de Projet en Contexte Agile";"Compétences essentielles pour diriger des projets agiles."
"632";"Formation Gestion de projet Agile / Scrum pour Chef de Projet E-commerce ";"138801";"7";"Mise en Pratique du Product Backlog";"Création de User Stories et utilisation d'un Story Board pour les projets e-commerce."
"632";"Formation Gestion de projet Agile / Scrum pour Chef de Projet E-commerce ";"138802";"8";"Sprint Planning Pratique";"Techniques de priorisation des User Stories, estimation des tâches, et utilisation du Planning<div>Poker.</div>"
"632";"Formation Gestion de projet Agile / Scrum pour Chef de Projet E-commerce ";"138803";"9";"Outils et Pratiques de Coordination Agile";"Utilisation du Tableau Kanban, BurnDown Chart, et indicateurs de sprint.<div>Techniques de rétrospective pour l'amélioration continue.</div>"
"632";"Formation Gestion de projet Agile / Scrum pour Chef de Projet E-commerce ";"138804";"10";"Matrice RACI en Mode Agile";"Mise en pratique de la matrice RACI pour clarifier les rôles et responsabilités."
"632";"Formation Gestion de projet Agile / Scrum pour Chef de Projet E-commerce ";"138805";"11";"Plan d’Action Personnalisé";"Élaboration d'un plan d'action spécifique pour le projet."
"633";"Formation Kanban – Améliorer ses pratiques agiles avec Kanban";"97775";"0";"INTRODUCTION";"<p>Les embûches du développement logiciel<br />La démarche Agile<br />Qu’est-ce que Kanban ? (une démarche Lean, muda, mura, muri)<br />Périmètre d’utilisation</p>"
"633";"Formation Kanban – Améliorer ses pratiques agiles avec Kanban";"97773";"1";"DÉFINITION DU SYSTÈME KANBAN";"<p>Principes Kanban (Just in time)<br />Définir le vocabulaire<br />Capacité d’un système Kanban<br />La méthode<br />Le flux tiré (pull system)<br />Les phases de Kanban</p>"
"633";"Formation Kanban – Améliorer ses pratiques agiles avec Kanban";"97772";"2";"CONCEPTION D’UN SYSTÈME KANBAN";"<p>Cadre<br />Éléments (Carte kanban, User stories)<br />Flux de travail<br />Les règles du système<br />Le kanboard<br />Définir les limites (WIP limit)<br />Définir les cadences</p>"
"633";"Formation Kanban – Améliorer ses pratiques agiles avec Kanban";"97777";"3";"MISE EN OEUVRE DU SYSTÈME KANBAN";"<p>Réunion quotidienne<br />Gestion des éléments<br />Exemples de résolutions de blocages<br />Suivi quotidien du système kanban<br />Mesurer (Cumulative Flow Diagram)</p>"
"633";"Formation Kanban – Améliorer ses pratiques agiles avec Kanban";"97776";"4";"ÉTUDIER ET AMÉLIORER LE SYSTÈME KANBAN";"<p>Étude d’un système saturé<br />Un système variable<br />Des limites inadaptées<br />Délais de résolution trop longs<br />Évaluer son système<br />Améliorer son système (roue de Deming, PDCA)</p>"
"633";"Formation Kanban – Améliorer ses pratiques agiles avec Kanban";"97778";"5";"ÉTENDRE LE KANBAN";"<p>Étendre en amont (Métier)<br />Étendre en aval (Ops)<br />Kanban, ROI et le leadership</p>"
"633";"Formation Kanban – Améliorer ses pratiques agiles avec Kanban";"97774";"6";"CONCLUSION";"<p>Lean Kanban<br />Vers ScrumBan</p>"
"634";"Formation Big Data – Indexation et recherche de données avec Elasticsearch, Logstash et Kibana (ELK)";"133196";"0";"INTRODUCTION";"<p>Qu’est-ce qu’un index de recherche, dans quelles situa­tions pouvez-vous l’uti­li­ser<br />Intro­duc­tion à Elas­tic­search</p>"
"634";"Formation Big Data – Indexation et recherche de données avec Elasticsearch, Logstash et Kibana (ELK)";"133197";"1";"INSTAL­LA­TION";"<p>Mettre en place un serveur, puis un clus­ter<br />Instal­ler des plugins, et outils de travail</p>"
"634";"Formation Big Data – Indexation et recherche de données avec Elasticsearch, Logstash et Kibana (ELK)";"133198";"2";"DÉCOU­VERTE DE L’API";"<p>Opéra­tions de base (indexa­tion et recherches simples)<br />Tour d’ho­ri­zon de l’API HTTP et de ses possi­bi­li­tés</p>"
"634";"Formation Big Data – Indexation et recherche de données avec Elasticsearch, Logstash et Kibana (ELK)";"133199";"3";"DÉCLA­RA­TION DE MAPPING";"<p>Intro­duc­tion à l’ana­lyse<br />Créa­tion d’in­dex et de plusieurs mappings</p>"
"634";"Formation Big Data – Indexation et recherche de données avec Elasticsearch, Logstash et Kibana (ELK)";"133200";"4";"RECHERCHES COMPLEXES";"<p>Le Query DSL en détail</p>"
"634";"Formation Big Data – Indexation et recherche de données avec Elasticsearch, Logstash et Kibana (ELK)";"133201";"5";"LES AGRÉ­GA­TIONS";"<p>Décou­verte et mani­pu­la­tion d’agré­ga­tions<br />Exemples et cas pratiques avec Logstash et Kibana</p>"
"634";"Formation Big Data – Indexation et recherche de données avec Elasticsearch, Logstash et Kibana (ELK)";"133202";"6";"LA PERTINENCE";"<p>Comprendre le _score et l’altérer<br />Améliorer la pertinence avec un signal<br />Personnalisation du champ _all</p>"
"634";"Formation Big Data – Indexation et recherche de données avec Elasticsearch, Logstash et Kibana (ELK)";"133203";"7";"INDEXER EN PLUSIEURS LANGUES";"<p>La problématique du multilingue dans un index de recherche<br />Introduction à ICU</p>"
"634";"Formation Big Data – Indexation et recherche de données avec Elasticsearch, Logstash et Kibana (ELK)";"133204";"8";"MISE EN PRODUCTION";"<p>Réindexer sans peine avec des alias<br />Maintenance d’un cluster, backup et mise à jour<br />X-Pack et le Monitoring<br />Recommandations et configuration</p>"
"634";"Formation Big Data – Indexation et recherche de données avec Elasticsearch, Logstash et Kibana (ELK)";"133205";"9";"ALLER PLUS LOIN";"<p>Jointures et documents imbriqués<br />Indexation via stream2es et la _reindex API<br />Créer un auto-compléteur<br />Les suggestions de document<br />La recherche géographique<br />Le highlight de contenus<br />Les scripts pour le score et les filtres<br />Le Ingest Node pour manipuler des documents à la volée</p>"
"635";"Formation Big Data – L’écosystème centralisé de streaming avec Kafka";"135353";"0";"INTRODUCTION";"<p>Le projet Kafka : historique, fonctionnalités, principe de fonctionnement<br />Présentation de l&rsquo;architecture et du rôle de chaque composant : broker, producer, consumer<br />Liaison avec Zookeeper</p>"
"635";"Formation Big Data – L’écosystème centralisé de streaming avec Kafka";"135351";"1";"MISE EN OEUVRE";"<p>Préconisations d&rsquo;installation et prérequis<br />Travaux pratiques : installation et lancement de Zookeeper et du Kafka-server<br />Création d&rsquo;un topic simple<br />Mise en oeuvre d&rsquo;une chaîne de base<br />Visualisation des messages avec Kafka-console-consumer</p>"
"635";"Formation Big Data – L’écosystème centralisé de streaming avec Kafka";"135350";"2";"MULTI-BROKER";"<p>Étude de la configuration du broker<br />Travaux pratiques : création d&rsquo;une configuration multi-broker, démarrage de plusieurs noeuds</p>"
"635";"Formation Big Data – L’écosystème centralisé de streaming avec Kafka";"135349";"3";"APPLICATIF";"<p>Conception d&rsquo;applications avec Kafka<br />Principe de fonctionnement<br />Travaux pratiques : développement de prototypes de Python, Java, Scala<br />Couplage avec SparkStreaming en mode batch, en mode continu</p>"
"635";"Formation Big Data – L’écosystème centralisé de streaming avec Kafka";"135348";"4";"LA RÉPLICATION";"<p>Facteur de réplication<br />Partitions<br />Travaux pratiques : tests de haute disponibilité dans une configuration multi-noeuds</p>"
"635";"Formation Big Data – L’écosystème centralisé de streaming avec Kafka";"135347";"5";"KAFKA CONNECT";"<p>Présentation des fonctionnalités : intégration de données d&rsquo;origines multiples, modes de fonctionnement (standalone ou distribué)<br />Types de connecteurs<br />Travaux pratiques : configuration de connecteurs, ingestion de données, création d&rsquo;une chaîne de transformation</p>"
"635";"Formation Big Data – L’écosystème centralisé de streaming avec Kafka";"135346";"6";"SÉCURISATION";"<p>Chiffrement SSL et authentification SASL<br />Sécurisation de l&rsquo;infrastructure : Zookeeper, proxy Rest</p>"
"635";"Formation Big Data – L’écosystème centralisé de streaming avec Kafka";"135352";"7";"EXPLOITATION";"<p>Mise en oeuvre de Kafka-tool<br />Gestion des logs<br />Détection de pannes : méthodes et outils<br />Benchmarks</p>"
"636";"Formation Gestion de versions avec Git sous Eclipse";"85882";"0";"PRÉSENTATION DE GIT";"<p>La notion de gestionnaire de versions distribué<br />Les principes techniques de Git<br />Aperçu des workflows possibles</p>"
"636";"Formation Gestion de versions avec Git sous Eclipse";"85880";"1";"COMPRENDRE LES PRINCIPES DE GIT";"<p>Référentiels<br />Clonage de référentiels<br />Index<br />Répertoire de travail</p>"
"636";"Formation Gestion de versions avec Git sous Eclipse";"85879";"2";"PRISE EN MAIN DE GIT";"<p>Installation et configuration de git<br />Création d’un premier référentiel<br />Utilisation de la ligne de commande pour les opérations de base</p>"
"636";"Formation Gestion de versions avec Git sous Eclipse";"85885";"3";"MÉTHODOLOGIE ET ORGANISATION";"<p>Présentation des différents patterns</p>"
"636";"Formation Gestion de versions avec Git sous Eclipse";"85883";"4";"GESTION DES BRANCHES";"<p>Création de branches<br />Navigation entre branches<br />Fusion de branches<br />Résolution des conflits<br />Branche temporaire</p>"
"636";"Formation Gestion de versions avec Git sous Eclipse";"85884";"5";"TRAVAILLER EN ÉQUIPE AU JOUR LE JOUR";"<p>Connexion à un référentiel<br />Ajout, modification, suppression de fichiers et répertoires<br />Gestion des commits<br />Synchronisation avec un référentiel distant<br />Comparaison<br />Utilisation des tags<br />Créer et appliquer des patchs</p>"
"636";"Formation Gestion de versions avec Git sous Eclipse";"85886";"6";"COMPLÉMENTS";"<p>Interagir avec des référentiels partagés via GitHub<br />Recherche par dichotomie</p>"
"636";"Formation Gestion de versions avec Git sous Eclipse";"85881";"7";"Les plus de cette formation";"<p>Une formation très pratique : de nombreux ateliers pratique et études de cas illustrent cette formation, ils sont réalisés sous Git et mettent en oeuvre différents plugins complémentaires.<br />Les consultants spécialistes de la technologie apportent leurs conseils et leur expérience.</p>"
